id,title,vote_average,vote_count,release_date,year,month,genre_ids,original_language,popularity
297802,Aquaman,6.9,13507,2018-12-07,2018,12,"[28, 12, 14]",en,108.041
337167,Fifty Shades Freed,6.706,7710,2018-01-17,2018,01,"[18, 10749]",en,105.765
324857,Spider-Man: Into the Spider-Verse,8.406,14730,2018-12-06,2018,12,"[28, 12, 16, 878]",en,101.21
335983,Venom,6.826,15133,2018-09-28,2018,09,"[878, 28]",en,90.334
333339,Ready Player One,7.603,14871,2018-03-28,2018,03,"[12, 28, 878]",en,87.232
351286,Jurassic World: Fallen Kingdom,6.548,11325,2018-06-06,2018,06,"[28, 12, 878, 53]",en,84.51
353081,Mission: Impossible - Fallout,7.422,7800,2018-07-13,2018,07,"[28, 12]",en,79.893
260513,Incredibles 2,7.473,12348,2018-06-14,2018,06,"[28, 12, 16, 10751]",en,76.656
345887,The Equalizer 2,6.738,4987,2018-07-19,2018,07,"[28, 53, 80]",en,75.872
439079,The Nun,5.9,6368,2018-09-05,2018,09,[27],en,74.315
360920,The Grinch,6.849,3719,2018-11-08,2018,11,"[16, 10751, 35, 14]",en,73.105
402900,Ocean's Eight,6.989,7972,2018-06-07,2018,06,"[80, 35, 28]",en,72.866
284054,Black Panther,7.386,21461,2018-02-13,2018,02,"[28, 12, 878]",en,69.173
567604,Once Upon a Deadpool,7.131,696,2018-12-11,2018,12,"[35, 28, 12]",en,67.598
442249,The First Purge,6.003,3830,2018-07-04,2018,07,"[27, 28, 53]",en,67.257
400155,Hotel Transylvania 3: Summer Vacation,6.878,4182,2018-06-28,2018,06,"[16, 35, 10751, 14]",en,66.548
447332,A Quiet Place,7.395,13416,2018-04-03,2018,04,"[27, 18, 878]",en,66.201
480530,Creed II,7.025,5162,2018-11-21,2018,11,"[18, 28]",en,65.415
490132,Green Book,8.243,10949,2018-11-16,2018,11,"[18, 36]",en,64.417
427641,Rampage,6.456,6734,2018-04-11,2018,04,"[28, 12, 878]",en,63.382
268896,Pacific Rim: Uprising,6.131,4683,2018-03-21,2018,03,"[28, 14, 878, 12]",en,62.427
395990,Death Wish,6.145,2433,2018-03-02,2018,03,"[28, 80, 18, 53]",en,61.546
345940,The Meg,6.256,7297,2018-08-09,2018,08,"[28, 878, 27]",en,60.781
493922,Hereditary,7.283,7172,2018-06-07,2018,06,"[27, 9648, 53]",en,59.681
348350,Solo: A Star Wars Story,6.561,8128,2018-05-15,2018,05,"[878, 12, 28]",en,59.182
428078,Mortal Engines,6.192,4422,2018-11-27,2018,11,"[12, 878]",en,57.078
336843,Maze Runner: The Death Cure,7.1,7351,2018-01-10,2018,01,"[878, 28, 12, 53]",en,56.099
400535,Sicario: Day of the Soldado,6.905,3325,2018-06-27,2018,06,"[28, 80, 53]",en,54.113
404368,Ralph Breaks the Internet,7.192,7194,2018-11-20,2018,11,"[10751, 16, 35, 12]",en,54.053
399360,Alpha,6.497,2455,2018-08-17,2018,08,"[12, 18]",en,53.521
445571,Game Night,6.855,5522,2018-02-15,2018,02,"[9648, 35, 80]",en,53.089
406563,Insidious: The Last Key,6.256,2764,2018-01-03,2018,01,"[27, 9648, 53]",en,51.583
420634,Terrifier,6.482,1870,2018-01-25,2018,01,"[27, 53]",en,50.856
424783,Bumblebee,6.727,5812,2018-12-15,2018,12,"[28, 12, 878]",en,49.738
424139,Halloween,6.551,4483,2018-10-18,2018,10,"[27, 53]",en,49.327
445651,The Darkest Minds,7.035,2699,2018-07-25,2018,07,"[28, 12, 18]",en,48.872
338952,Fantastic Beasts: The Crimes of Grindelwald,6.864,10450,2018-11-14,2018,11,"[14, 12]",en,48.635
449443,Den of Thieves,6.792,2702,2018-01-18,2018,01,"[28, 80, 53]",en,47.849
419743,Disobedience,6.9,1108,2018-04-24,2018,04,"[18, 10749]",en,46.644
338970,Tomb Raider,6.355,7473,2018-03-05,2018,03,"[28, 12, 14]",en,45.294
346910,The Predator,5.626,4398,2018-09-05,2018,09,"[878, 28, 12]",en,45.235
300668,Annihilation,6.407,8228,2018-02-22,2018,02,"[878, 27]",en,44.756
363088,Ant-Man and the Wasp,6.942,12811,2018-07-04,2018,07,"[28, 12, 878]",en,44.228
416194,The Quake,6.767,703,2018-08-31,2018,08,"[28, 18, 53]",no,43.19
504253,I Want to Eat Your Pancreas,8.237,1438,2018-09-01,2018,09,"[16, 18, 10749]",ja,43.15
451915,Beautiful Boy,7.552,2329,2018-10-12,2018,10,[18],en,42.043
458423,Mamma Mia! Here We Go Again,7.126,3207,2018-07-09,2018,07,"[35, 10749]",en,40.703
438799,Overlord,6.703,2698,2018-11-01,2018,11,"[27, 10752, 878]",en,40.201
442062,Goosebumps 2: Haunted Halloween,6.108,1422,2018-10-11,2018,10,"[12, 35, 14, 10751, 27]",en,40.069
429351,12 Strong,6.287,2795,2018-01-18,2018,01,"[10752, 18, 28, 36]",en,39.973
474395,Teen Titans Go! To the Movies,7.294,1062,2018-07-27,2018,07,"[16, 28, 35, 878]",en,39.833
447200,Skyscraper,6.314,4734,2018-07-11,2018,07,"[28, 53, 12]",en,39.649
424694,Bohemian Rhapsody,7.99,16307,2018-10-24,2018,10,"[10402, 18]",en,39.602
434355,Taxi 5,5.488,948,2018-04-07,2018,04,"[35, 28]",fr,38.515
401981,Red Sparrow,6.5,5719,2018-02-28,2018,02,"[53, 9648]",en,38.422
449176,"Love, Simon",8.031,5853,2018-02-16,2018,02,"[35, 18, 10749]",en,38.347
476292,Maquia: When the Promised Flower Blooms,8.184,588,2018-02-24,2018,02,"[12, 16, 18, 10751, 14, 10749]",ja,37.639
332562,A Star Is Born,7.501,11314,2018-10-03,2018,10,"[10402, 18, 10749]",en,37.327
454983,The Kissing Booth,7.213,7033,2018-05-11,2018,05,"[10749, 35]",en,37.092
399402,Hunter Killer,6.9,2040,2018-10-19,2018,10,"[28, 53]",en,36.892
407439,Mary Magdalene,6.305,500,2018-03-15,2018,03,"[18, 14]",en,36.855
375262,The Favourite,7.521,5140,2018-11-23,2018,11,"[18, 35, 53]",en,36.656
437557,Blockers,6.308,1911,2018-03-14,2018,03,[35],en,36.411
466282,To All the Boys I've Loved Before,7.628,8174,2018-08-16,2018,08,"[35, 10749]",en,36.357
518068,Along with the Gods: The Last 49 Days,8.109,564,2018-08-01,2018,08,"[28, 12, 14, 53]",ko,36.135
500664,Upgrade,7.488,4075,2018-05-31,2018,05,"[28, 53, 878]",en,35.058
439015,Slender Man,4.3,1907,2018-08-10,2018,08,"[27, 9648, 53]",en,34.966
446894,Smallfoot,6.776,1452,2018-09-20,2018,09,"[10751, 16, 12, 14]",en,34.934
371608,The Strangers: Prey at Night,5.638,1259,2018-03-07,2018,03,"[27, 53]",en,34.786
467938,Revenge,6.451,1623,2018-02-07,2018,02,"[28, 27, 18]",fr,34.63
491418,Instant Family,7.53,2786,2018-11-16,2018,11,"[35, 18]",en,34.472
460019,Truth or Dare,5.966,3839,2018-04-12,2018,04,"[53, 27]",en,34.274
504172,The Mule,6.836,4725,2018-12-14,2018,12,"[80, 18]",en,33.999
375588,Robin Hood,5.899,2835,2018-11-21,2018,11,"[12, 28, 53]",en,33.824
417261,Forever My Girl,7.599,1154,2018-01-26,2018,01,"[10749, 18, 10402]",en,33.704
347375,Mile 22,6.217,2094,2018-08-16,2018,08,"[28, 53]",en,33.685
369972,First Man,7.046,5023,2018-10-10,2018,10,"[36, 18]",en,33.652
505262,My Hero Academia: Two Heroes,7.91,939,2018-08-03,2018,08,"[16, 28, 12, 14]",ja,33.62
508642,Gonjiam: Haunted Asylum,7.332,585,2018-03-28,2018,03,"[27, 9648]",ko,33.459
458594,Peppermint,6.721,1948,2018-09-06,2018,09,"[28, 53]",en,33.352
446807,The Girl in the Spider's Web,6.138,1265,2018-10-25,2018,10,"[28, 12, 80]",en,33.329
454619,Overboard,6.637,1313,2018-04-13,2018,04,"[10749, 35]",en,32.587
487558,BlacKkKlansman,7.5,7230,2018-08-09,2018,08,"[35, 80, 18, 36]",en,32.536
485942,Batman Ninja,5.767,802,2018-06-15,2018,06,"[16, 28, 878]",ja,32.344
438808,White Boy Rick,6.335,1002,2018-09-14,2018,09,"[80, 18]",en,32.266
483980,Z-O-M-B-I-E-S,7.271,647,2018-02-16,2018,02,"[10402, 14, 35, 10749, 27, 10770]",en,31.732
487242,Suicide Squad: Hell to Pay,7.085,626,2018-03-23,2018,03,"[878, 28, 16]",en,31.496
340022,Gringo,5.9,692,2018-03-08,2018,03,"[35, 28, 80]",en,30.594
491584,Burning,7.395,1476,2018-05-17,2018,05,"[9648, 18, 53]",ko,30.487
537996,The Ballad of Buster Scruggs,7.142,3810,2018-11-09,2018,11,"[37, 35, 18]",en,30.476
399035,The Commuter,6.358,4232,2018-01-11,2018,01,"[28, 53, 9648]",en,29.805
550776,Believe Me: The Abduction of Lisa McVey,8.096,586,2018-09-30,2018,09,"[18, 10770]",en,29.793
440471,Escape Plan 2: Hades,5.167,1362,2018-06-05,2018,06,"[28, 53, 9648, 80, 12]",en,29.689
446021,Bad Times at the El Royale,6.834,3381,2018-10-04,2018,10,"[53, 18, 9648, 80]",en,29.404
399796,Life of the Party,6.132,952,2018-05-10,2018,05,[35],en,29.366
426543,The Nutcracker and the Four Realms,6.078,2056,2018-10-26,2018,10,"[14, 12, 10751]",en,28.871
499726,MILF,5.799,530,2018-05-02,2018,05,"[35, 10749]",fr,28.791
476299,Ghostland,7.365,2259,2018-03-14,2018,03,"[27, 9648, 53]",en,28.735
429300,Adrift,6.848,2487,2018-05-31,2018,05,"[53, 10749, 12]",en,28.574
505058,Unfriended: Dark Web,6.311,1451,2018-07-19,2018,07,"[27, 53, 9648]",en,28.497
484247,A Simple Favor,6.637,3958,2018-08-29,2018,08,"[80, 53, 9648, 35]",en,28.431
460668,I Feel Pretty,6.39,1972,2018-04-19,2018,04,"[35, 10749]",en,28.25
552095,PAW Patrol: Mighty Pups,7.501,568,2018-10-04,2018,10,"[12, 16, 10751, 28]",en,28.211
401200,Kursk,6.7,546,2018-11-07,2018,11,"[18, 36, 53, 28]",en,28.129
396461,Under the Silver Lake,6.392,1279,2018-06-21,2018,06,"[80, 18, 9648]",en,27.94
399174,Isle of Dogs,7.851,4614,2018-03-23,2018,03,"[12, 35, 16]",en,27.875
434555,The Possession of Hannah Grace,5.59,1251,2018-11-29,2018,11,"[27, 18]",en,27.778
405774,Bird Box,6.846,9441,2018-12-13,2018,12,"[27, 53, 18]",en,27.712
489430,Terrified,6.629,565,2018-05-03,2018,05,[27],es,27.452
455207,Crazy Rich Asians,7.074,3461,2018-08-15,2018,08,"[35, 18, 10749]",en,27.13
471474,Batman: Gotham by Gaslight,6.7,661,2018-01-12,2018,01,"[53, 28, 16, 878]",en,27.124
467956,The Professor,6.856,1045,2018-05-17,2018,05,"[35, 18]",en,26.911
419478,Midnight Sun,7.796,3289,2018-03-22,2018,03,"[10749, 18]",en,26.806
300681,Replicas,6.017,1262,2018-10-25,2018,10,"[878, 53, 18]",en,26.801
454992,The Spy Who Dumped Me,6.406,2130,2018-08-02,2018,08,"[28, 35]",en,26.68
465136,Every Day,7.238,2152,2018-02-22,2018,02,"[10749, 14]",en,26.619
507076,Climax,7.093,1946,2018-09-19,2018,09,"[27, 18]",fr,26.492
513347,Flavors of Youth,6.88,530,2018-08-04,2018,08,"[16, 10749, 18]",zh,26.469
429415,Extinction,6.025,1730,2018-07-15,2018,07,"[28, 18, 878, 53]",en,26.044
487670,The Death of Superman,7.4,712,2018-07-24,2018,07,"[878, 16, 28, 18]",en,25.943
489930,Blindspotting,7.363,625,2018-07-20,2018,07,"[35, 80, 18]",en,25.888
467660,Unsane,6.238,1442,2018-02-21,2018,02,"[27, 53]",en,25.529
429197,Vice,7.041,3182,2018-12-25,2018,12,"[35, 18]",en,25.501
483184,Dogman,7.548,2115,2018-05-17,2018,05,"[80, 18, 53]",it,25.475
505192,Shoplifters,7.865,1915,2018-06-02,2018,06,"[18, 80, 53]",ja,25.381
527435,The Christmas Chronicles,7.159,2052,2018-11-22,2018,11,"[35, 12, 10751, 14]",en,25.27
420814,Christopher Robin,7.318,2603,2018-08-02,2018,08,"[12, 35, 10751, 14]",en,25.255
407436,Mowgli: Legend of the Jungle,6.5,2406,2018-11-25,2018,11,"[12, 18]",en,25.063
498248,Mia and the White Lion,7.302,834,2018-08-02,2018,08,"[12, 10751, 18]",fr,24.747
361292,Suspiria,6.936,2364,2018-10-26,2018,10,"[27, 9648, 18]",en,24.741
463272,Johnny English Strikes Again,6.266,2340,2018-09-13,2018,09,"[28, 12, 35]",en,24.715
401561,Mom and Dad,5.376,943,2018-01-19,2018,01,"[35, 27]",en,24.604
438674,Dragged Across Concrete,6.554,909,2018-09-03,2018,09,"[80, 28, 53]",en,24.562
384521,The Cloverfield Paradox,5.6,3088,2018-02-04,2018,02,"[27, 878, 28]",en,24.356
459910,Braven,6.175,972,2018-02-01,2018,02,"[18, 28, 53]",en,24.354
400579,Tully,6.788,1362,2018-05-04,2018,05,"[35, 18]",en,24.314
523773,Little Italy,6.683,609,2018-08-24,2018,08,"[35, 10749]",en,24.161
400650,Mary Poppins Returns,6.503,3186,2018-12-13,2018,12,"[14, 10751, 35]",en,24.095
517814,Capernaum,8.158,1596,2018-09-20,2018,09,[18],ar,24.086
457136,Mary Queen of Scots,6.575,1706,2018-12-07,2018,12,"[18, 36]",en,24.024
381719,Peter Rabbit,6.674,1688,2018-02-07,2018,02,"[16, 12, 10751]",en,23.732
489999,Searching,7.588,3679,2018-08-24,2018,08,"[53, 9648, 18]",en,23.713
406761,Hotel Artemis,6.033,1455,2018-06-07,2018,06,"[53, 878, 28]",en,23.713
556803,The Princess Switch,7.001,2146,2018-11-16,2018,11,"[10749, 35]",en,23.62
463821,The House with a Clock in Its Walls,6.242,2062,2018-09-15,2018,09,"[14, 10751, 35]",en,23.526
539517,Constantine: City of Demons - The Movie,7.7,557,2018-10-04,2018,10,"[14, 16, 27, 28]",en,23.525
475215,Mirai,7.171,741,2018-06-16,2018,06,"[16, 10751, 14, 12, 18]",ja,23.407
401469,Widows,6.487,2196,2018-11-06,2018,11,"[80, 53]",en,23.373
446696,Life Itself,7.225,523,2018-09-21,2018,09,"[18, 10749]",en,23.061
527729,Asterix: The Secret of the Magic Potion,6.856,1161,2018-05-12,2018,05,"[10751, 16, 35, 12]",fr,22.98
418879,The Current War,6.697,1011,2018-02-01,2018,02,"[18, 36]",en,22.804
465109,The Week Of,5.438,754,2018-04-27,2018,04,[35],en,22.485
426618,Where Hands Touch,7.956,503,2018-09-14,2018,09,"[10752, 18, 10749]",en,22.219
401905,Fahrenheit 451,5.415,810,2018-05-12,2018,05,"[18, 878, 53]",en,22.172
477033,Errementari: The Blacksmith and the Devil,6.359,509,2018-03-02,2018,03,"[18, 14, 27]",eu,21.98
398173,The House That Jack Built,7.149,2556,2018-07-05,2018,07,"[18, 27, 80, 53]",en,21.562
470044,The Hate U Give,8.138,2038,2018-10-19,2018,10,"[80, 18]",en,21.541
446101,Assassination Nation,6.288,794,2018-09-21,2018,09,"[53, 27, 35]",en,21.284
535437,Swiped,4.479,678,2018-11-06,2018,11,"[35, 18, 10749]",en,21.078
440161,The Sisters Brothers,6.8,1824,2018-09-19,2018,09,"[18, 37]",en,20.78
455980,Tag,6.709,2953,2018-05-30,2018,05,"[35, 28]",en,20.55
489925,Eighth Grade,7.176,1437,2018-01-19,2018,01,"[35, 18]",en,20.441
438590,A-X-L,6.3,1132,2018-08-23,2018,08,"[878, 28, 12, 10751]",en,20.22
460885,Mandy,6.2,1781,2018-09-13,2018,09,"[14, 28, 27]",en,20.159
518158,Leprechaun Returns,6.097,587,2018-12-11,2018,12,"[27, 14, 35]",en,20.078
396806,Anon,5.955,1486,2018-05-03,2018,05,[878],en,20.069
385332,Terminal,5.5,755,2018-05-10,2018,05,"[80, 18, 53]",en,20.04
448776,A Prayer Before Dawn,6.75,531,2018-05-24,2018,05,"[18, 28, 80]",en,19.881
502682,Book Club,6.23,751,2018-05-18,2018,05,"[10749, 35, 18]",en,19.864
489929,Destination Wedding,5.8,702,2018-08-02,2018,08,"[10749, 35, 18]",en,19.801
526051,Look Away,6.541,788,2018-11-02,2018,11,"[27, 53, 14]",en,19.635
449992,The Night Comes for Us,6.882,644,2018-10-05,2018,10,"[28, 80, 53]",id,19.495
433310,When We First Met,6.578,2226,2018-02-09,2018,02,"[35, 10749, 14]",en,19.452
411143,Tau,6.169,1180,2018-06-29,2018,06,"[878, 53, 27]",en,19.441
523777,Next Gen,6.946,729,2018-09-07,2018,09,"[16, 28, 12, 35, 10751, 878]",en,19.372
528949,The Photographer of Mauthausen,6.993,667,2018-10-26,2018,10,"[18, 36, 53]",es,19.332
429476,Hell Fest,5.644,765,2018-09-27,2018,09,"[27, 53]",en,19.278
339103,Gotti,5.313,583,2018-06-14,2018,06,"[80, 18, 36, 53]",en,19.273
384677,Set It Up,6.95,2532,2018-06-15,2018,06,"[10749, 35]",en,19.204
424781,Sorry to Bother You,6.831,1447,2018-07-06,2018,07,"[14, 878, 35]",en,19.158
385448,The Little Mermaid,5.015,824,2018-08-02,2018,08,"[10751, 12, 14, 10749, 18]",en,19.148
370567,Sherlock Gnomes,5.611,677,2018-03-15,2018,03,"[16, 10751, 14, 35, 12, 9648]",en,19.112
548066,Level 16,6.765,614,2018-02-20,2018,02,"[878, 53]",en,19.101
489931,American Animals,6.761,1011,2018-06-01,2018,06,"[18, 80, 99]",en,18.903
476926,The Titan,5.333,1180,2018-03-30,2018,03,"[878, 53]",en,18.792
430040,The Hurricane Heist,5.671,962,2018-02-28,2018,02,"[28, 80, 53]",en,18.746
529216,Mirage,7.464,1707,2018-11-30,2018,11,"[53, 18, 9648, 14]",es,18.688
467632,Bad Samaritan,6.733,631,2018-04-19,2018,04,"[53, 80, 27]",en,18.573
437586,mid90s,7.498,1492,2018-10-19,2018,10,"[18, 35]",en,18.569
474335,Uncle Drew,6.721,526,2018-06-27,2018,06,[35],en,18.539
470229,Summer of 84,6.913,1218,2018-08-10,2018,08,"[53, 9648, 18, 27]",en,18.435
475210,How It Ends,5.273,1832,2018-07-13,2018,07,"[878, 53, 9648, 28, 12]",en,18.358
339380,On the Basis of Sex,7.403,966,2018-12-25,2018,12,"[18, 36]",en,18.354
490003,Won't You Be My Neighbor?,7.997,519,2018-06-29,2018,06,[99],en,18.278
397722,Thoroughbreds,6.423,1081,2018-03-09,2018,03,"[18, 53]",en,18.263
426426,Roma,7.666,3783,2018-08-25,2018,08,[18],es,18.214
423612,Never Look Away,7.789,645,2018-10-03,2018,10,"[18, 10749, 36]",de,17.819
387592,Early Man,6.164,747,2018-01-26,2018,01,"[10751, 35, 16, 12]",en,17.793
416234,Winchester,5.905,1662,2018-02-02,2018,02,"[27, 53]",en,17.767
429417,Ghost Stories,6.463,1119,2018-01-20,2018,01,"[27, 18]",en,17.76
503616,Second Act,6.354,1143,2018-11-22,2018,11,"[10749, 35]",en,17.738
426613,The Miseducation of Cameron Post,6.94,915,2018-07-18,2018,07,[18],en,17.725
497814,Breaking In,5.981,621,2018-05-05,2018,05,"[53, 80, 28]",en,17.632
407451,A Wrinkle in Time,5.088,1740,2018-03-08,2018,03,"[12, 878, 10751, 14]",en,17.631
412988,The Happytime Murders,5.726,955,2018-08-22,2018,08,"[28, 35, 80]",en,17.558
457955,The Night Eats the World,6.053,648,2018-03-07,2018,03,"[18, 27, 53]",fr,17.502
456750,"Game Over, Man!",5.471,887,2018-03-23,2018,03,"[28, 35]",en,17.454
505177,10x10,5.251,522,2018-04-13,2018,04,"[18, 9648, 53]",en,17.298
472734,Dumplin',6.799,1351,2018-12-20,2018,12,"[35, 18]",en,17.289
440298,Cold War,7.457,1411,2018-06-08,2018,06,"[18, 10749, 10752, 10402]",pl,17.281
486947,The Guilty,7.322,1591,2018-02-22,2018,02,"[53, 18, 80]",da,17.209
474354,22 July,7.091,1128,2018-10-04,2018,10,"[36, 18, 53, 80]",en,17.205
443463,Leave No Trace,6.8,1143,2018-06-29,2018,06,[18],en,17.201
511785,Alex Strangelove,6.579,1500,2018-04-16,2018,04,"[35, 18]",en,17.121
493551,Operation Finale,6.696,927,2018-08-29,2018,08,"[18, 36, 53]",en,16.978
351044,Welcome to Marwen,6.555,1088,2018-12-21,2018,12,"[18, 35]",en,16.915
454227,Outlaw King,6.832,1466,2018-09-06,2018,09,"[28, 36, 10752]",en,16.906
539649,The Lie,6.343,670,2018-09-13,2018,09,"[9648, 53, 27]",en,16.869
454293,Night School,6.159,1575,2018-09-27,2018,09,[35],en,16.857
503619,The Package,5.9,1136,2018-08-10,2018,08,[35],en,16.701
517839,Border,6.71,757,2018-09-27,2018,09,"[14, 18, 80]",sv,16.656
491472,At Eternity's Gate,6.936,1393,2018-11-15,2018,11,[18],en,16.632
395841,Hold the Dark,5.383,905,2018-09-22,2018,09,"[53, 9648, 80]",en,16.542
401545,Everybody Knows,6.5,920,2018-05-09,2018,05,"[80, 18, 9648, 53]",es,16.519
458737,First Reformed,6.999,1262,2018-05-18,2018,05,[18],en,16.417
425505,Kin,6.178,781,2018-08-29,2018,08,"[878, 28, 12, 53]",en,16.414
453755,Arctic,6.48,1135,2018-11-21,2018,11,[18],en,16.39
472451,Boy Erased,7.028,1322,2018-09-24,2018,09,[18],en,16.342
569547,Black Mirror: Bandersnatch,6.767,3741,2018-12-28,2018,12,"[878, 9648, 18, 53, 10770]",en,16.243
433501,City of Lies,6.372,548,2018-09-06,2018,09,"[80, 53, 18]",en,16.148
438689,Siberia,4.715,534,2018-07-13,2018,07,"[80, 10749, 53]",en,16.134
347866,Hot Summer Nights,6.68,698,2018-07-26,2018,07,"[18, 35, 80]",en,16.125
453201,The 15:17 to Paris,5.424,1543,2018-02-07,2018,02,"[18, 53]",en,16.098
417812,Wildlife,6.655,662,2018-09-23,2018,09,[18],en,16.008
489988,Three Identical Strangers,7.355,644,2018-06-29,2018,06,[99],en,15.891
454652,Colette,6.92,866,2018-09-21,2018,09,"[18, 36]",en,15.877
525041,A Christmas Prince: The Royal Wedding,6.375,896,2018-11-30,2018,11,"[10749, 35]",en,15.824
400090,The Nightingale,7.082,518,2018-09-23,2018,09,"[18, 53]",en,15.747
477489,Just a Breath Away,6.333,749,2018-04-04,2018,04,"[18, 878, 53]",fr,15.694
420426,Bleach,6.617,520,2018-07-20,2018,07,"[28, 14, 12]",ja,15.663
376865,High Life,5.754,1026,2018-09-26,2018,09,"[878, 18, 9648]",en,15.617
521935,Cam,5.858,1411,2018-10-01,2018,10,"[9648, 53, 27]",en,15.541
297725,The Man Who Killed Don Quixote,6.768,972,2018-05-19,2018,05,"[12, 35]",en,15.343
426563,Holmes & Watson,4.276,791,2018-12-25,2018,12,"[9648, 12, 35, 80]",en,15.331
506072,Prospect,6.2,765,2018-10-02,2018,10,[878],en,15.287
515841,I Am Not an Easy Man,6.261,967,2018-04-13,2018,04,"[35, 14]",fr,15.143
467936,The Children Act,6.565,590,2018-08-01,2018,08,[18],en,15.029
421792,Down a Dark Hall,5.549,650,2018-08-01,2018,08,"[27, 9648, 53, 14, 18]",en,15.011
456929,Champions,7.541,706,2018-04-06,2018,04,"[18, 35]",es,14.774
401847,Can You Ever Forgive Me?,6.811,1205,2018-10-19,2018,10,"[18, 80, 35]",en,14.765
458534,Rolling to You,6.5,734,2018-03-14,2018,03,"[35, 10749]",fr,14.64
450489,Irreplaceable You,6.962,678,2018-02-16,2018,02,"[35, 18, 10749]",en,14.497
544431,The Clovehitch Killer,6.426,634,2018-11-16,2018,11,"[18, 9648, 80]",en,14.447
465914,If Beale Street Could Talk,6.947,1076,2018-12-14,2018,12,"[10749, 18]",en,14.234
492452,Ben Is Back,6.648,879,2018-12-05,2018,12,[18],en,13.879
429203,The Old Man & the Gun,6.421,1327,2018-09-27,2018,09,"[35, 80, 18]",en,13.717
401371,Mute,5.594,1015,2018-02-23,2018,02,"[878, 9648, 53]",en,13.45
481432,Happy as Lazzaro,7.397,638,2018-05-31,2018,05,"[18, 14]",it,13.228
515916,Girl,7.171,695,2018-09-18,2018,09,[18],nl,13.206
340613,The Wife,7.069,1029,2018-08-02,2018,08,[18],en,13.181
471507,Destroyer,5.872,666,2018-12-25,2018,12,"[53, 80, 18, 28]",en,13.166
448095,I Still See You,6.576,583,2018-09-27,2018,09,"[53, 14]",en,13.059
484482,Sink or Swim,6.922,1423,2018-10-24,2018,10,"[18, 35]",fr,12.885
505954,T-34,7.16,805,2018-12-27,2018,12,"[28, 18, 36, 10752]",ru,12.609
463858,The Freshmen,6.7,666,2018-09-12,2018,09,"[35, 18]",fr,12.429
424121,Apostle,6.098,1347,2018-09-21,2018,09,"[27, 9648, 53, 18]",en,12.406
399131,Dude,5.514,736,2018-04-20,2018,04,[35],en,12.287
463053,Ibiza,5.729,1145,2018-05-25,2018,05,"[35, 10749]",en,12.23
515042,Free Solo,7.924,1237,2018-09-28,2018,09,"[99, 12]",en,12.226
199928,The Outsider,6.189,606,2018-03-09,2018,03,"[80, 18, 9648]",en,12.208
492353,Put Grandma in the Freezer,6.165,687,2018-03-15,2018,03,[35],it,12.145
451480,The Guernsey Literary & Potato Peel Pie Society,7.445,1271,2018-04-19,2018,04,"[10749, 18, 36]",en,12.093
394741,Stan & Ollie,6.976,986,2018-12-28,2018,12,"[35, 18]",en,12.027
498249,Bad Seeds,7.652,573,2018-11-21,2018,11,[35],fr,11.922
519035,Nappily Ever After,7.185,791,2018-09-21,2018,09,"[35, 10749]",en,11.636
399248,Beirut,6.283,523,2018-04-11,2018,04,"[28, 53, 18]",en,11.542
503314,Dragon Ball Super: Broly,7.886,2780,2018-12-14,2018,12,"[28, 878, 16]",ja,11.515
484751,Through the Fire,7.413,628,2018-11-28,2018,11,[18],fr,11.401
474051,Calibre,6.46,607,2018-06-22,2018,06,"[53, 18]",en,11.138
555850,The Holiday Calendar,6.636,988,2018-11-02,2018,11,"[10749, 35, 10751]",en,11.105
443009,"Don't Worry, He Won't Get Far on Foot",6.738,637,2018-04-04,2018,04,"[35, 18]",en,10.794
543580,They Shall Not Grow Old,7.772,543,2018-11-09,2018,11,"[99, 36, 10752]",en,10.754
462919,Sierra Burgess Is a Loser,6.314,3372,2018-09-07,2018,09,"[35, 18, 10749]",en,10.584
486101,There's No Place Like Home,6.223,695,2018-02-14,2018,02,"[35, 18]",it,10.567
507505,El Angel,7.4,523,2018-08-09,2018,08,"[18, 80]",es,10.482
529962,The Perfection,6.49,1276,2018-09-20,2018,09,"[27, 53, 18]",en,10.434
456165,Family Is Family,5.789,699,2018-02-28,2018,02,[35],fr,10.199
514754,Bao,7.576,1135,2018-06-15,2018,06,"[16, 10751, 14]",en,10.089
451657,Custody,7.548,608,2018-02-07,2018,02,"[18, 53]",fr,9.855
417670,Loro 1,6.783,514,2018-04-24,2018,04,[18],it,9.676
513574,Battle,6.371,634,2018-09-28,2018,09,"[18, 10749, 10402]",no,9.571
518452,Like Father,6.257,635,2018-08-03,2018,08,"[35, 18]",en,9.508
457435,Return of the Hero,6.209,549,2018-02-14,2018,02,"[36, 35]",fr,9.063
485774,The Open House,3.701,1308,2018-01-19,2018,01,"[27, 53]",en,9.004
538362,On My Skin,8.045,1822,2018-09-12,2018,09,[18],it,8.536
474331,Keep an Eye Out,6.664,576,2018-07-04,2018,07,[35],fr,7.955
487476,Nothing to Hide,6.582,1305,2018-10-17,2018,10,"[18, 35]",fr,7.833
424619,Les Tuche 3,5.3,756,2018-01-31,2018,01,[35],fr,7.514
507569,The Seven Deadly Sins: Prisoners of the Sky,7.555,972,2018-08-18,2018,08,"[28, 12, 14, 16]",ja,6.696
495766,I'm Back,5.9,545,2018-02-01,2018,02,[35],it,6.656
461130,Code 8,6.205,1702,2019-12-06,2019,12,"[878, 28, 80]",en,179.113
